[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=12 / layers=129  idx=49913 / solSize=50311
LAYER=43 / layers=129  idx=44653 / solSize=50311
LAYER=118 / layers=129  idx=8778 / solSize=50311
LAYER=81 / layers=129  idx=30722 / solSize=50311
LAYER=116 / layers=129  idx=9830 / solSize=50311
LAYER=106 / layers=129  idx=16446 / solSize=50311
LAYER=22 / layers=129  idx=48830 / solSize=50311
LAYER=66 / layers=129  idx=37127 / solSize=50311
LAYER=121 / layers=129  idx=6695 / solSize=50311
LAYER=97 / layers=129  idx=22059 / solSize=50311
LAYER=69 / layers=129  idx=35941 / solSize=50311
LAYER=80 / layers=129  idx=31029 / solSize=50311
LAYER=46 / layers=129  idx=43968 / solSize=50311
LAYER=51 / layers=129  idx=42358 / solSize=50311
LAYER=66 / layers=129  idx=37418 / solSize=50311
LAYER=26 / layers=129  idx=48327 / solSize=50311
LAYER=69 / layers=129  idx=35972 / solSize=50311
LAYER=69 / layers=129  idx=36000 / solSize=50311
LAYER=124 / layers=129  idx=4170 / solSize=50311
LAYER=52 / layers=129  idx=42270 / solSize=50311
LAYER=60 / layers=129  idx=39464 / solSize=50311
LAYER=50 / layers=129  idx=42821 / solSize=50311
LAYER=116 / layers=129  idx=9891 / solSize=50311
LAYER=100 / layers=129  idx=20065 / solSize=50311
LAYER=97 / layers=129  idx=22316 / solSize=50311
LAYER=21 / layers=129  idx=48933 / solSize=50311
LAYER=121 / layers=129  idx=6166 / solSize=50311
LAYER=58 / layers=129  idx=40339 / solSize=50311
LAYER=101 / layers=129  idx=19449 / solSize=50311
LAYER=86 / layers=129  idx=28176 / solSize=50311
LAYER=81 / layers=129  idx=30669 / solSize=50311
LAYER=116 / layers=129  idx=9810 / solSize=50311
LAYER=86 / layers=129  idx=28013 / solSize=50311
LAYER=34 / layers=129  idx=46748 / solSize=50311
LAYER=36 / layers=129  idx=46396 / solSize=50311
LAYER=44 / layers=129  idx=44556 / solSize=50311
LAYER=117 / layers=129  idx=8950 / solSize=50311
LAYER=119 / layers=129  idx=7910 / solSize=50311
LAYER=87 / layers=129  idx=27376 / solSize=50311
LAYER=74 / layers=129  idx=33957 / solSize=50311
LAYER=74 / layers=129  idx=34075 / solSize=50311
LAYER=110 / layers=129  idx=14101 / solSize=50311
LAYER=90 / layers=129  idx=25799 / solSize=50311
LAYER=121 / layers=129  idx=6387 / solSize=50311
LAYER=104 / layers=129  idx=17728 / solSize=50311
LAYER=58 / layers=129  idx=40257 / solSize=50311
LAYER=92 / layers=129  idx=24967 / solSize=50311
LAYER=19 / layers=129  idx=49219 / solSize=50311
LAYER=32 / layers=129  idx=47300 / solSize=50311
LAYER=106 / layers=129  idx=16714 / solSize=50311
LAYER=84 / layers=129  idx=29030 / solSize=50311
LAYER=76 / layers=129  idx=32958 / solSize=50311
LAYER=57 / layers=129  idx=40523 / solSize=50311
LAYER=73 / layers=129  idx=34471 / solSize=50311
LAYER=75 / layers=129  idx=33398 / solSize=50311
LAYER=126 / layers=129  idx=2605 / solSize=50311
LAYER=126 / layers=129  idx=2487 / solSize=50311
LAYER=121 / layers=129  idx=6720 / solSize=50311
LAYER=117 / layers=129  idx=9005 / solSize=50311
LAYER=76 / layers=129  idx=32937 / solSize=50311
LAYER=82 / layers=129  idx=30229 / solSize=50311
LAYER=55 / layers=129  idx=41163 / solSize=50311
LAYER=75 / layers=129  idx=33546 / solSize=50311
LAYER=127 / layers=129  idx=1953 / solSize=50311
LAYER=75 / layers=129  idx=33521 / solSize=50311
LAYER=68 / layers=129  idx=36348 / solSize=50311
LAYER=85 / layers=129  idx=28793 / solSize=50311
LAYER=38 / layers=129  idx=45909 / solSize=50311
LAYER=96 / layers=129  idx=22949 / solSize=50311
LAYER=70 / layers=129  idx=35504 / solSize=50311
LAYER=39 / layers=129  idx=45803 / solSize=50311
LAYER=42 / layers=129  idx=45012 / solSize=50311
LAYER=99 / layers=129  idx=20938 / solSize=50311
LAYER=76 / layers=129  idx=32792 / solSize=50311
LAYER=25 / layers=129  idx=48397 / solSize=50311
LAYER=38 / layers=129  idx=45896 / solSize=50311
LAYER=84 / layers=129  idx=29169 / solSize=50311
LAYER=41 / layers=129  idx=45325 / solSize=50311
LAYER=94 / layers=129  idx=23714 / solSize=50311
LAYER=79 / layers=129  idx=31584 / solSize=50311
LAYER=23 / layers=129  idx=48736 / solSize=50311
LAYER=89 / layers=129  idx=26638 / solSize=50311
LAYER=77 / layers=129  idx=32465 / solSize=50311
LAYER=93 / layers=129  idx=24611 / solSize=50311
LAYER=95 / layers=129  idx=23418 / solSize=50311
LAYER=33 / layers=129  idx=46948 / solSize=50311
LAYER=89 / layers=129  idx=26670 / solSize=50311
LAYER=125 / layers=129  idx=3789 / solSize=50311
LAYER=65 / layers=129  idx=37662 / solSize=50311
LAYER=87 / layers=129  idx=27802 / solSize=50311
LAYER=112 / layers=129  idx=12471 / solSize=50311
LAYER=129 / layers=129  idx=56 / solSize=50311
LAYER=118 / layers=129  idx=8875 / solSize=50311
LAYER=126 / layers=129  idx=2683 / solSize=50311
LAYER=55 / layers=129  idx=41388 / solSize=50311
LAYER=113 / layers=129  idx=12277 / solSize=50311
LAYER=96 / layers=129  idx=22778 / solSize=50311
LAYER=63 / layers=129  idx=38499 / solSize=50311
LAYER=47 / layers=129  idx=43603 / solSize=50311
LAYER=49 / layers=129  idx=43090 / solSize=50311
LAYER=90 / layers=129  idx=26162 / solSize=50311
LAYER=109 / layers=129  idx=14528 / solSize=50311
LAYER=113 / layers=129  idx=11834 / solSize=50311
LAYER=122 / layers=129  idx=5690 / solSize=50311
LAYER=8 / layers=129  idx=50128 / solSize=50311
LAYER=124 / layers=129  idx=4357 / solSize=50311
LAYER=125 / layers=129  idx=3506 / solSize=50311
LAYER=99 / layers=129  idx=21090 / solSize=50311
LAYER=104 / layers=129  idx=17847 / solSize=50311
LAYER=116 / layers=129  idx=9650 / solSize=50311
LAYER=112 / layers=129  idx=12968 / solSize=50311
LAYER=80 / layers=129  idx=31045 / solSize=50311
LAYER=87 / layers=129  idx=27659 / solSize=50311
LAYER=61 / layers=129  idx=39108 / solSize=50311
LAYER=87 / layers=129  idx=27676 / solSize=50311
LAYER=48 / layers=129  idx=43485 / solSize=50311
LAYER=109 / layers=129  idx=14892 / solSize=50311
LAYER=90 / layers=129  idx=25972 / solSize=50311
LAYER=39 / layers=129  idx=45836 / solSize=50311
LAYER=125 / layers=129  idx=3226 / solSize=50311
LAYER=44 / layers=129  idx=44523 / solSize=50311
LAYER=29 / layers=129  idx=47842 / solSize=50311
LAYER=62 / layers=129  idx=38799 / solSize=50311
LAYER=37 / layers=129  idx=46125 / solSize=50311
LAYER=61 / layers=129  idx=39073 / solSize=50311
LAYER=113 / layers=129  idx=12142 / solSize=50311
LAYER=73 / layers=129  idx=34500 / solSize=50311
LAYER=99 / layers=129  idx=21100 / solSize=50311
LAYER=101 / layers=129  idx=19968 / solSize=50311
LAYER=85 / layers=129  idx=28515 / solSize=50311
LAYER=90 / layers=129  idx=26262 / solSize=50311
LAYER=73 / layers=129  idx=34370 / solSize=50311
LAYER=46 / layers=129  idx=43944 / solSize=50311
LAYER=90 / layers=129  idx=26120 / solSize=50311
LAYER=51 / layers=129  idx=42647 / solSize=50311
LAYER=82 / layers=129  idx=29937 / solSize=50311
LAYER=121 / layers=129  idx=6133 / solSize=50311
LAYER=57 / layers=129  idx=40671 / solSize=50311
LAYER=83 / layers=129  idx=29667 / solSize=50311
LAYER=122 / layers=129  idx=5910 / solSize=50311
LAYER=104 / layers=129  idx=17633 / solSize=50311
LAYER=55 / layers=129  idx=41087 / solSize=50311
LAYER=32 / layers=129  idx=47279 / solSize=50311
LAYER=47 / layers=129  idx=43562 / solSize=50311
LAYER=122 / layers=129  idx=5540 / solSize=50311
LAYER=94 / layers=129  idx=23544 / solSize=50311
LAYER=101 / layers=129  idx=19942 / solSize=50311
LAYER=51 / layers=129  idx=42657 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=44 / layers=129  idx=44496 / solSize=50311
LAYER=71 / layers=129  idx=35047 / solSize=50311
LAYER=126 / layers=129  idx=2798 / solSize=50311
LAYER=49 / layers=129  idx=43154 / solSize=50311
LAYER=80 / layers=129  idx=31106 / solSize=50311
LAYER=125 / layers=129  idx=3556 / solSize=50311
LAYER=128 / layers=129  idx=1012 / solSize=50311
LAYER=113 / layers=129  idx=11932 / solSize=50311
LAYER=108 / layers=129  idx=15569 / solSize=50311
LAYER=57 / layers=129  idx=40453 / solSize=50311
LAYER=108 / layers=129  idx=15218 / solSize=50311
LAYER=27 / layers=129  idx=48089 / solSize=50311
LAYER=85 / layers=129  idx=28382 / solSize=50311
LAYER=118 / layers=129  idx=8754 / solSize=50311
LAYER=61 / layers=129  idx=39100 / solSize=50311
LAYER=108 / layers=129  idx=15154 / solSize=50311
LAYER=30 / layers=129  idx=47521 / solSize=50311
LAYER=79 / layers=129  idx=31628 / solSize=50311
LAYER=123 / layers=129  idx=4993 / solSize=50311
LAYER=84 / layers=129  idx=29268 / solSize=50311
LAYER=64 / layers=129  idx=38183 / solSize=50311
LAYER=119 / layers=129  idx=7640 / solSize=50311
LAYER=74 / layers=129  idx=33930 / solSize=50311
LAYER=103 / layers=129  idx=18785 / solSize=50311
LAYER=106 / layers=129  idx=16544 / solSize=50311
LAYER=44 / layers=129  idx=44588 / solSize=50311
LAYER=46 / layers=129  idx=44036 / solSize=50311
LAYER=106 / layers=129  idx=16620 / solSize=50311
LAYER=128 / layers=129  idx=1438 / solSize=50311
LAYER=83 / layers=129  idx=29420 / solSize=50311
LAYER=44 / layers=129  idx=44603 / solSize=50311
LAYER=88 / layers=129  idx=27035 / solSize=50311
LAYER=89 / layers=129  idx=26304 / solSize=50311
LAYER=82 / layers=129  idx=29935 / solSize=50311
LAYER=89 / layers=129  idx=26331 / solSize=50311
LAYER=102 / layers=129  idx=18827 / solSize=50311
LAYER=38 / layers=129  idx=45879 / solSize=50311
LAYER=122 / layers=129  idx=5360 / solSize=50311
LAYER=95 / layers=129  idx=23251 / solSize=50311
LAYER=102 / layers=129  idx=18866 / solSize=50311
LAYER=80 / layers=129  idx=31153 / solSize=50311
LAYER=41 / layers=129  idx=45282 / solSize=50311
LAYER=100 / layers=129  idx=20275 / solSize=50311
LAYER=129 / layers=129  idx=181 / solSize=50311
LAYER=103 / layers=129  idx=18222 / solSize=50311
LAYER=127 / layers=129  idx=1876 / solSize=50311
LAYER=103 / layers=129  idx=18714 / solSize=50311
LAYER=78 / layers=129  idx=31851 / solSize=50311
LAYER=60 / layers=129  idx=39466 / solSize=50311
LAYER=75 / layers=129  idx=33578 / solSize=50311
LAYER=107 / layers=129  idx=15740 / solSize=50311
LAYER=8 / layers=129  idx=50099 / solSize=50311
LAYER=56 / layers=129  idx=40763 / solSize=50311
LAYER=103 / layers=129  idx=18278 / solSize=50311
LAYER=83 / layers=129  idx=29472 / solSize=50311
LAYER=108 / layers=129  idx=15107 / solSize=50311
LAYER=41 / layers=129  idx=45253 / solSize=50311
LAYER=17 / layers=129  idx=49478 / solSize=50311
LAYER=56 / layers=129  idx=40797 / solSize=50311
LAYER=74 / layers=129  idx=34008 / solSize=50311
LAYER=122 / layers=129  idx=5339 / solSize=50311
LAYER=108 / layers=129  idx=15499 / solSize=50311
LAYER=48 / layers=129  idx=43272 / solSize=50311
LAYER=129 / layers=129  idx=721 / solSize=50311
LAYER=106 / layers=129  idx=16903 / solSize=50311
LAYER=109 / layers=129  idx=14358 / solSize=50311
LAYER=94 / layers=129  idx=23912 / solSize=50311
LAYER=57 / layers=129  idx=40486 / solSize=50311
LAYER=111 / layers=129  idx=13546 / solSize=50311
LAYER=72 / layers=129  idx=34928 / solSize=50311
LAYER=128 / layers=129  idx=1006 / solSize=50311
LAYER=126 / layers=129  idx=2468 / solSize=50311
LAYER=67 / layers=129  idx=36667 / solSize=50311
LAYER=121 / layers=129  idx=6075 / solSize=50311
LAYER=74 / layers=129  idx=33957 / solSize=50311
LAYER=115 / layers=129  idx=10875 / solSize=50311
LAYER=52 / layers=129  idx=42173 / solSize=50311
LAYER=127 / layers=129  idx=1848 / solSize=50311
LAYER=22 / layers=129  idx=48885 / solSize=50311
LAYER=70 / layers=129  idx=35499 / solSize=50311
LAYER=114 / layers=129  idx=11601 / solSize=50311
LAYER=117 / layers=129  idx=8915 / solSize=50311
LAYER=18 / layers=129  idx=49342 / solSize=50311
LAYER=100 / layers=129  idx=20519 / solSize=50311
LAYER=50 / layers=129  idx=42670 / solSize=50311
LAYER=64 / layers=129  idx=37969 / solSize=50311
LAYER=99 / layers=129  idx=20613 / solSize=50311
LAYER=99 / layers=129  idx=20966 / solSize=50311
LAYER=55 / layers=129  idx=41079 / solSize=50311
LAYER=128 / layers=129  idx=1464 / solSize=50311
LAYER=27 / layers=129  idx=48184 / solSize=50311
LAYER=90 / layers=129  idx=26196 / solSize=50311
LAYER=112 / layers=129  idx=12383 / solSize=50311
LAYER=126 / layers=129  idx=2595 / solSize=50311
LAYER=113 / layers=129  idx=11827 / solSize=50311
LAYER=109 / layers=129  idx=14410 / solSize=50311
LAYER=97 / layers=129  idx=21926 / solSize=50311
LAYER=125 / layers=129  idx=3109 / solSize=50311
LAYER=108 / layers=129  idx=15320 / solSize=50311
LAYER=87 / layers=129  idx=27674 / solSize=50311
LAYER=104 / layers=129  idx=17645 / solSize=50311
LAYER=68 / layers=129  idx=36407 / solSize=50311
LAYER=34 / layers=129  idx=46888 / solSize=50311
LAYER=47 / layers=129  idx=43631 / solSize=50311
LAYER=58 / layers=129  idx=40049 / solSize=50311
LAYER=76 / layers=129  idx=33206 / solSize=50311
LAYER=118 / layers=129  idx=8200 / solSize=50311
LAYER=109 / layers=129  idx=14949 / solSize=50311
LAYER=82 / layers=129  idx=30038 / solSize=50311
LAYER=78 / layers=129  idx=32046 / solSize=50311
LAYER=57 / layers=129  idx=40404 / solSize=50311
LAYER=120 / layers=129  idx=7432 / solSize=50311
LAYER=74 / layers=129  idx=33726 / solSize=50311
LAYER=78 / layers=129  idx=32089 / solSize=50311
LAYER=53 / layers=129  idx=41749 / solSize=50311
LAYER=103 / layers=129  idx=18676 / solSize=50311
LAYER=58 / layers=129  idx=40052 / solSize=50311
LAYER=87 / layers=129  idx=27638 / solSize=50311
LAYER=30 / layers=129  idx=47576 / solSize=50311
LAYER=38 / layers=129  idx=45995 / solSize=50311
LAYER=128 / layers=129  idx=1319 / solSize=50311
LAYER=116 / layers=129  idx=10045 / solSize=50311
LAYER=87 / layers=129  idx=27837 / solSize=50311
LAYER=72 / layers=129  idx=34570 / solSize=50311
LAYER=102 / layers=129  idx=19029 / solSize=50311
LAYER=114 / layers=129  idx=11015 / solSize=50311
LAYER=89 / layers=129  idx=26681 / solSize=50311
LAYER=83 / layers=129  idx=29814 / solSize=50311
LAYER=124 / layers=129  idx=4539 / solSize=50311
LAYER=28 / layers=129  idx=48028 / solSize=50311
LAYER=24 / layers=129  idx=48561 / solSize=50311
LAYER=92 / layers=129  idx=25045 / solSize=50311
LAYER=85 / layers=129  idx=28740 / solSize=50311
LAYER=80 / layers=129  idx=30991 / solSize=50311
LAYER=111 / layers=129  idx=13652 / solSize=50311
LAYER=31 / layers=129  idx=47441 / solSize=50311
LAYER=112 / layers=129  idx=12672 / solSize=50311
LAYER=80 / layers=129  idx=31099 / solSize=50311
LAYER=56 / layers=129  idx=40927 / solSize=50311
LAYER=94 / layers=129  idx=24041 / solSize=50311
LAYER=91 / layers=129  idx=25546 / solSize=50311
LAYER=79 / layers=129  idx=31565 / solSize=50311
LAYER=124 / layers=129  idx=4162 / solSize=50311
LAYER=100 / layers=129  idx=20305 / solSize=50311
LAYER=105 / layers=129  idx=17181 / solSize=50311
LAYER=51 / layers=129  idx=42390 / solSize=50311
LAYER=118 / layers=129  idx=8346 / solSize=50311
LAYER=81 / layers=129  idx=30750 / solSize=50311
LAYER=65 / layers=129  idx=37738 / solSize=50311
LAYER=61 / layers=129  idx=39261 / solSize=50311
LAYER=71 / layers=129  idx=35377 / solSize=50311
LAYER=31 / layers=129  idx=47346 / solSize=50311
LAYER=92 / layers=129  idx=24962 / solSize=50311
LAYER=89 / layers=129  idx=26428 / solSize=50311
LAYER=110 / layers=129  idx=14111 / solSize=50311
LAYER=108 / layers=129  idx=15549 / solSize=50311
LAYER=95 / layers=129  idx=23511 / solSize=50311
LAYER=55 / layers=129  idx=41208 / solSize=50311
LAYER=94 / layers=129  idx=23583 / solSize=50311
LAYER=117 / layers=129  idx=9150 / solSize=50311
LAYER=127 / layers=129  idx=1954 / solSize=50311
LAYER=111 / layers=129  idx=13610 / solSize=50311
LAYER=67 / layers=129  idx=36830 / solSize=50311
LAYER=67 / layers=129  idx=36848 / solSize=50311
LAYER=114 / layers=129  idx=11460 / solSize=50311
LAYER=106 / layers=129  idx=16452 / solSize=50311
LAYER=101 / layers=129  idx=19645 / solSize=50311
LAYER=75 / layers=129  idx=33357 / solSize=50311
LAYER=104 / layers=129  idx=17928 / solSize=50311
LAYER=60 / layers=129  idx=39446 / solSize=50311
LAYER=114 / layers=129  idx=11568 / solSize=50311
LAYER=67 / layers=129  idx=36901 / solSize=50311
LAYER=83 / layers=129  idx=29500 / solSize=50311
LAYER=99 / layers=129  idx=20714 / solSize=50311
LAYER=129 / layers=129  idx=435 / solSize=50311
LAYER=128 / layers=129  idx=1012 / solSize=50311
LAYER=39 / layers=129  idx=45728 / solSize=50311
LAYER=111 / layers=129  idx=13399 / solSize=50311
LAYER=107 / layers=129  idx=16219 / solSize=50311
LAYER=76 / layers=129  idx=33071 / solSize=50311
LAYER=100 / layers=129  idx=20542 / solSize=50311
LAYER=129 / layers=129  idx=418 / solSize=50311
LAYER=63 / layers=129  idx=38295 / solSize=50311
LAYER=120 / layers=129  idx=7149 / solSize=50311
LAYER=97 / layers=129  idx=22369 / solSize=50311
LAYER=98 / layers=129  idx=21478 / solSize=50311
LAYER=84 / layers=129  idx=29332 / solSize=50311
LAYER=117 / layers=129  idx=8923 / solSize=50311
LAYER=100 / layers=129  idx=20031 / solSize=50311
LAYER=98 / layers=129  idx=21316 / solSize=50311
LAYER=89 / layers=129  idx=26373 / solSize=50311
LAYER=91 / layers=129  idx=25267 / solSize=50311
LAYER=29 / layers=129  idx=47836 / solSize=50311
LAYER=79 / layers=129  idx=31418 / solSize=50311
LAYER=61 / layers=129  idx=39291 / solSize=50311
LAYER=62 / layers=129  idx=38898 / solSize=50311
LAYER=101 / layers=129  idx=19846 / solSize=50311
LAYER=56 / layers=129  idx=40870 / solSize=50311
LAYER=63 / layers=129  idx=38508 / solSize=50311
LAYER=76 / layers=129  idx=32770 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=0.143115 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=-0.644486 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=-1.37426 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=-0.217629 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=0.098871 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=0.0554529 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=-0.586476 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=106 / layers=129  idx=16809 / solSize=50311
LAYER=95 / layers=129  idx=23207 / solSize=50311
LAYER=129 / layers=129  idx=651 / solSize=50311
LAYER=53 / layers=129  idx=41859 / solSize=50311
LAYER=103 / layers=129  idx=18494 / solSize=50311
LAYER=109 / layers=129  idx=14919 / solSize=50311
LAYER=94 / layers=129  idx=23749 / solSize=50311
LAYER=88 / layers=129  idx=27119 / solSize=50311
LAYER=53 / layers=129  idx=41958 / solSize=50311
LAYER=65 / layers=129  idx=37569 / solSize=50311
LAYER=76 / layers=129  idx=32820 / solSize=50311
LAYER=51 / layers=129  idx=42552 / solSize=50311
LAYER=82 / layers=129  idx=29979 / solSize=50311
LAYER=98 / layers=129  idx=21612 / solSize=50311
LAYER=125 / layers=129  idx=3380 / solSize=50311
LAYER=111 / layers=129  idx=13508 / solSize=50311
LAYER=34 / layers=129  idx=46837 / solSize=50311
LAYER=57 / layers=129  idx=40540 / solSize=50311
LAYER=119 / layers=129  idx=8156 / solSize=50311
LAYER=35 / layers=129  idx=46739 / solSize=50311
LAYER=72 / layers=129  idx=34799 / solSize=50311
LAYER=65 / layers=129  idx=37577 / solSize=50311
LAYER=88 / layers=129  idx=26817 / solSize=50311
LAYER=39 / layers=129  idx=45812 / solSize=50311
LAYER=67 / layers=129  idx=36706 / solSize=50311
LAYER=114 / layers=129  idx=11370 / solSize=50311
LAYER=98 / layers=129  idx=21256 / solSize=50311
LAYER=129 / layers=129  idx=452 / solSize=50311
LAYER=100 / layers=129  idx=20104 / solSize=50311
LAYER=93 / layers=129  idx=24194 / solSize=50311
LAYER=97 / layers=129  idx=21796 / solSize=50311
LAYER=46 / layers=129  idx=43843 / solSize=50311
LAYER=113 / layers=129  idx=11828 / solSize=50311
LAYER=124 / layers=129  idx=4534 / solSize=50311
LAYER=125 / layers=129  idx=3075 / solSize=50311
LAYER=34 / layers=129  idx=46917 / solSize=50311
LAYER=125 / layers=129  idx=3738 / solSize=50311
LAYER=79 / layers=129  idx=31417 / solSize=50311
LAYER=75 / layers=129  idx=33289 / solSize=50311
LAYER=109 / layers=129  idx=14979 / solSize=50311
LAYER=77 / layers=129  idx=32652 / solSize=50311
LAYER=73 / layers=129  idx=34464 / solSize=50311
LAYER=86 / layers=129  idx=28210 / solSize=50311
LAYER=79 / layers=129  idx=31364 / solSize=50311
LAYER=127 / layers=129  idx=1733 / solSize=50311
LAYER=78 / layers=129  idx=32189 / solSize=50311
LAYER=104 / layers=129  idx=18156 / solSize=50311
LAYER=88 / layers=129  idx=27244 / solSize=50311
LAYER=104 / layers=129  idx=18117 / solSize=50311
LAYER=98 / layers=129  idx=21522 / solSize=50311
LAYER=76 / layers=129  idx=33081 / solSize=50311
LAYER=98 / layers=129  idx=21571 / solSize=50311
LAYER=91 / layers=129  idx=25448 / solSize=50311
LAYER=118 / layers=129  idx=8582 / solSize=50311
LAYER=77 / layers=129  idx=32590 / solSize=50311
LAYER=95 / layers=129  idx=23518 / solSize=50311
LAYER=68 / layers=129  idx=36356 / solSize=50311
LAYER=119 / layers=129  idx=7608 / solSize=50311
LAYER=127 / layers=129  idx=1877 / solSize=50311
LAYER=42 / layers=129  idx=45093 / solSize=50311
LAYER=116 / layers=129  idx=9765 / solSize=50311
LAYER=127 / layers=129  idx=2170 / solSize=50311
LAYER=120 / layers=129  idx=6849 / solSize=50311
LAYER=129 / layers=129  idx=118 / solSize=50311
LAYER=47 / layers=129  idx=43674 / solSize=50311
LAYER=110 / layers=129  idx=13895 / solSize=50311
LAYER=23 / layers=129  idx=48681 / solSize=50311
LAYER=113 / layers=129  idx=11886 / solSize=50311
LAYER=61 / layers=129  idx=39089 / solSize=50311
LAYER=57 / layers=129  idx=40639 / solSize=50311
LAYER=48 / layers=129  idx=43401 / solSize=50311
LAYER=63 / layers=129  idx=38523 / solSize=50311
LAYER=119 / layers=129  idx=7736 / solSize=50311
LAYER=117 / layers=129  idx=8914 / solSize=50311
LAYER=105 / layers=129  idx=17392 / solSize=50311
LAYER=71 / layers=129  idx=35252 / solSize=50311
LAYER=50 / layers=129  idx=42694 / solSize=50311
LAYER=104 / layers=129  idx=17713 / solSize=50311
LAYER=24 / layers=129  idx=48569 / solSize=50311
LAYER=79 / layers=129  idx=31770 / solSize=50311
LAYER=128 / layers=129  idx=1405 / solSize=50311
LAYER=43 / layers=129  idx=44875 / solSize=50311
LAYER=87 / layers=129  idx=27432 / solSize=50311
LAYER=122 / layers=129  idx=5874 / solSize=50311
LAYER=124 / layers=129  idx=3872 / solSize=50311
LAYER=59 / layers=129  idx=39832 / solSize=50311
LAYER=86 / layers=129  idx=28036 / solSize=50311
LAYER=102 / layers=129  idx=19066 / solSize=50311
LAYER=101 / layers=129  idx=19774 / solSize=50311
LAYER=97 / layers=129  idx=21939 / solSize=50311
LAYER=81 / layers=129  idx=30823 / solSize=50311
LAYER=110 / layers=129  idx=13979 / solSize=50311
LAYER=72 / layers=129  idx=34775 / solSize=50311
LAYER=125 / layers=129  idx=3447 / solSize=50311
LAYER=109 / layers=129  idx=14772 / solSize=50311
LAYER=123 / layers=129  idx=4911 / solSize=50311
LAYER=103 / layers=129  idx=18351 / solSize=50311
LAYER=59 / layers=129  idx=39833 / solSize=50311
LAYER=31 / layers=129  idx=47458 / solSize=50311
LAYER=100 / layers=129  idx=20184 / solSize=50311
LAYER=114 / layers=129  idx=11031 / solSize=50311
LAYER=107 / layers=129  idx=15767 / solSize=50311
LAYER=111 / layers=129  idx=13494 / solSize=50311
LAYER=56 / layers=129  idx=40800 / solSize=50311
LAYER=85 / layers=129  idx=28722 / solSize=50311
LAYER=121 / layers=129  idx=6111 / solSize=50311
LAYER=116 / layers=129  idx=9653 / solSize=50311
LAYER=103 / layers=129  idx=18391 / solSize=50311
LAYER=88 / layers=129  idx=27327 / solSize=50311
LAYER=112 / layers=129  idx=12488 / solSize=50311
LAYER=99 / layers=129  idx=20618 / solSize=50311
LAYER=55 / layers=129  idx=41251 / solSize=50311
LAYER=58 / layers=129  idx=40267 / solSize=50311
LAYER=117 / layers=129  idx=9198 / solSize=50311
LAYER=29 / layers=129  idx=47733 / solSize=50311
LAYER=68 / layers=129  idx=36403 / solSize=50311
LAYER=81 / layers=129  idx=30621 / solSize=50311
LAYER=100 / layers=129  idx=20375 / solSize=50311
LAYER=96 / layers=129  idx=22905 / solSize=50311
LAYER=61 / layers=129  idx=39277 / solSize=50311
