[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
LAYER=86 / layers=129  idx=27885 / solSize=50311
LAYER=108 / layers=129  idx=15354 / solSize=50311
LAYER=124 / layers=129  idx=3870 / solSize=50311
LAYER=83 / layers=129  idx=29643 / solSize=50311
LAYER=112 / layers=129  idx=12760 / solSize=50311
LAYER=110 / layers=129  idx=14090 / solSize=50311
LAYER=87 / layers=129  idx=27620 / solSize=50311
LAYER=45 / layers=129  idx=44115 / solSize=50311
LAYER=84 / layers=129  idx=29314 / solSize=50311
LAYER=46 / layers=129  idx=43907 / solSize=50311
LAYER=127 / layers=129  idx=2188 / solSize=50311
LAYER=17 / layers=129  idx=49407 / solSize=50311
LAYER=80 / layers=129  idx=31311 / solSize=50311
LAYER=106 / layers=129  idx=16920 / solSize=50311
LAYER=115 / layers=129  idx=10738 / solSize=50311
LAYER=89 / layers=129  idx=26808 / solSize=50311
LAYER=61 / layers=129  idx=39049 / solSize=50311
LAYER=86 / layers=129  idx=28106 / solSize=50311
LAYER=96 / layers=129  idx=22943 / solSize=50311
LAYER=96 / layers=129  idx=22716 / solSize=50311
LAYER=115 / layers=129  idx=10768 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=0.505317 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=0.842198 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=1.03954 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=-0.859163 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=1.31534 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=1.32931 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=-0.0586653 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[RUN] recovered solution, finite? yes
LAYER=102 / layers=129  idx=19029 / solSize=50311
LAYER=121 / layers=129  idx=6131 / solSize=50311
LAYER=98 / layers=129  idx=21272 / solSize=50311
LAYER=128 / layers=129  idx=821 / solSize=50311
LAYER=109 / layers=129  idx=14641 / solSize=50311
LAYER=59 / layers=129  idx=39975 / solSize=50311
LAYER=49 / layers=129  idx=43167 / solSize=50311
LAYER=83 / layers=129  idx=29402 / solSize=50311
LAYER=122 / layers=129  idx=5587 / solSize=50311
LAYER=110 / layers=129  idx=14005 / solSize=50311
LAYER=77 / layers=129  idx=32336 / solSize=50311
LAYER=81 / layers=129  idx=30388 / solSize=50311
LAYER=94 / layers=129  idx=23818 / solSize=50311
LAYER=28 / layers=129  idx=48000 / solSize=50311
LAYER=50 / layers=129  idx=42886 / solSize=50311
LAYER=89 / layers=129  idx=26396 / solSize=50311
LAYER=85 / layers=129  idx=28675 / solSize=50311
LAYER=112 / layers=129  idx=12902 / solSize=50311
LAYER=85 / layers=129  idx=28883 / solSize=50311
LAYER=77 / layers=129  idx=32409 / solSize=50311
LAYER=104 / layers=129  idx=18167 / solSize=50311
LAYER=127 / layers=129  idx=2009 / solSize=50311
LAYER=68 / layers=129  idx=36548 / solSize=50311
LAYER=67 / layers=129  idx=36933 / solSize=50311
LAYER=124 / layers=129  idx=4387 / solSize=50311
LAYER=8 / layers=129  idx=50130 / solSize=50311
LAYER=18 / layers=129  idx=49322 / solSize=50311
LAYER=120 / layers=129  idx=6923 / solSize=50311
LAYER=48 / layers=129  idx=43292 / solSize=50311
LAYER=121 / layers=129  idx=6145 / solSize=50311
LAYER=120 / layers=129  idx=7455 / solSize=50311
LAYER=89 / layers=129  idx=26330 / solSize=50311
LAYER=67 / layers=129  idx=36793 / solSize=50311
LAYER=49 / layers=129  idx=43101 / solSize=50311
LAYER=84 / layers=129  idx=29001 / solSize=50311
LAYER=60 / layers=129  idx=39346 / solSize=50311
LAYER=119 / layers=129  idx=7741 / solSize=50311
LAYER=111 / layers=129  idx=13412 / solSize=50311
LAYER=122 / layers=129  idx=5782 / solSize=50311
LAYER=55 / layers=129  idx=41154 / solSize=50311
LAYER=58 / layers=129  idx=40213 / solSize=50311
LAYER=86 / layers=129  idx=27956 / solSize=50311
LAYER=50 / layers=129  idx=42866 / solSize=50311
LAYER=21 / layers=129  idx=48937 / solSize=50311
LAYER=116 / layers=129  idx=9804 / solSize=50311
LAYER=125 / layers=129  idx=3738 / solSize=50311
LAYER=109 / layers=129  idx=14659 / solSize=50311
LAYER=100 / layers=129  idx=20544 / solSize=50311
LAYER=86 / layers=129  idx=28209 / solSize=50311
LAYER=93 / layers=129  idx=24173 / solSize=50311
LAYER=110 / layers=129  idx=14225 / solSize=50311
LAYER=80 / layers=129  idx=30941 / solSize=50311
LAYER=97 / layers=129  idx=21999 / solSize=50311
LAYER=25 / layers=129  idx=48431 / solSize=50311
LAYER=29 / layers=129  idx=47837 / solSize=50311
LAYER=122 / layers=129  idx=5501 / solSize=50311
LAYER=117 / layers=129  idx=9574 / solSize=50311
LAYER=125 / layers=129  idx=3623 / solSize=50311
LAYER=7 / layers=129  idx=50152 / solSize=50311
LAYER=126 / layers=129  idx=2308 / solSize=50311
LAYER=116 / layers=129  idx=9680 / solSize=50311
LAYER=112 / layers=129  idx=12632 / solSize=50311
LAYER=118 / layers=129  idx=8350 / solSize=50311
LAYER=63 / layers=129  idx=38560 / solSize=50311
LAYER=111 / layers=129  idx=13285 / solSize=50311
LAYER=85 / layers=129  idx=28672 / solSize=50311
LAYER=128 / layers=129  idx=1448 / solSize=50311
LAYER=30 / layers=129  idx=47674 / solSize=50311
LAYER=60 / layers=129  idx=39553 / solSize=50311
LAYER=42 / layers=129  idx=44896 / solSize=50311
LAYER=87 / layers=129  idx=27539 / solSize=50311
LAYER=96 / layers=129  idx=22543 / solSize=50311
LAYER=110 / layers=129  idx=14099 / solSize=50311
LAYER=44 / layers=129  idx=44375 / solSize=50311
LAYER=75 / layers=129  idx=33546 / solSize=50311
LAYER=47 / layers=129  idx=43609 / solSize=50311
LAYER=124 / layers=129  idx=4258 / solSize=50311
LAYER=122 / layers=129  idx=5897 / solSize=50311
LAYER=80 / layers=129  idx=30915 / solSize=50311
LAYER=105 / layers=129  idx=17267 / solSize=50311
LAYER=50 / layers=129  idx=42848 / solSize=50311
LAYER=111 / layers=129  idx=13499 / solSize=50311
LAYER=16 / layers=129  idx=49590 / solSize=50311
LAYER=120 / layers=129  idx=7213 / solSize=50311
LAYER=111 / layers=129  idx=13040 / solSize=50311
LAYER=97 / layers=129  idx=21876 / solSize=50311
LAYER=97 / layers=129  idx=22355 / solSize=50311
LAYER=31 / layers=129  idx=47385 / solSize=50311
LAYER=128 / layers=129  idx=1393 / solSize=50311
LAYER=95 / layers=129  idx=22995 / solSize=50311
LAYER=15 / layers=129  idx=49594 / solSize=50311
LAYER=84 / layers=129  idx=28959 / solSize=50311
LAYER=90 / layers=129  idx=26078 / solSize=50311
LAYER=107 / layers=129  idx=15744 / solSize=50311
LAYER=118 / layers=129  idx=8799 / solSize=50311
LAYER=75 / layers=129  idx=33634 / solSize=50311
LAYER=127 / layers=129  idx=1866 / solSize=50311
LAYER=49 / layers=129  idx=43158 / solSize=50311
LAYER=29 / layers=129  idx=47742 / solSize=50311
LAYER=111 / layers=129  idx=13585 / solSize=50311
LAYER=127 / layers=129  idx=1567 / solSize=50311
LAYER=82 / layers=129  idx=29989 / solSize=50311
LAYER=84 / layers=129  idx=29092 / solSize=50311
LAYER=62 / layers=129  idx=38662 / solSize=50311
LAYER=42 / layers=129  idx=45137 / solSize=50311
LAYER=58 / layers=129  idx=40331 / solSize=50311
LAYER=96 / layers=129  idx=22803 / solSize=50311
LAYER=96 / layers=129  idx=22795 / solSize=50311
LAYER=71 / layers=129  idx=35122 / solSize=50311
LAYER=91 / layers=129  idx=25448 / solSize=50311
LAYER=118 / layers=129  idx=8555 / solSize=50311
LAYER=65 / layers=129  idx=37727 / solSize=50311
LAYER=64 / layers=129  idx=38199 / solSize=50311
LAYER=128 / layers=129  idx=1471 / solSize=50311
LAYER=79 / layers=129  idx=31782 / solSize=50311
LAYER=118 / layers=129  idx=8296 / solSize=50311
LAYER=91 / layers=129  idx=25488 / solSize=50311
LAYER=76 / layers=129  idx=32755 / solSize=50311
LAYER=120 / layers=129  idx=7043 / solSize=50311
LAYER=95 / layers=129  idx=23360 / solSize=50311
LAYER=47 / layers=129  idx=43627 / solSize=50311
LAYER=94 / layers=129  idx=23691 / solSize=50311
LAYER=59 / layers=129  idx=39789 / solSize=50311
LAYER=117 / layers=129  idx=9267 / solSize=50311
LAYER=119 / layers=129  idx=7925 / solSize=50311
LAYER=75 / layers=129  idx=33312 / solSize=50311
LAYER=94 / layers=129  idx=23812 / solSize=50311
LAYER=26 / layers=129  idx=48328 / solSize=50311
LAYER=97 / layers=129  idx=22125 / solSize=50311
LAYER=71 / layers=129  idx=35039 / solSize=50311
LAYER=119 / layers=129  idx=7667 / solSize=50311
LAYER=123 / layers=129  idx=5112 / solSize=50311
LAYER=63 / layers=129  idx=38540 / solSize=50311
LAYER=70 / layers=129  idx=35605 / solSize=50311
LAYER=115 / layers=129  idx=10792 / solSize=50311
LAYER=89 / layers=129  idx=26360 / solSize=50311
LAYER=127 / layers=129  idx=1954 / solSize=50311
LAYER=8 / layers=129  idx=50133 / solSize=50311
LAYER=67 / layers=129  idx=36910 / solSize=50311
LAYER=94 / layers=129  idx=23957 / solSize=50311
LAYER=125 / layers=129  idx=3683 / solSize=50311
LAYER=19 / layers=129  idx=49239 / solSize=50311
LAYER=77 / layers=129  idx=32723 / solSize=50311
LAYER=110 / layers=129  idx=14215 / solSize=50311
LAYER=113 / layers=129  idx=11911 / solSize=50311
LAYER=115 / layers=129  idx=10759 / solSize=50311
LAYER=59 / layers=129  idx=39992 / solSize=50311
LAYER=105 / layers=129  idx=17450 / solSize=50311
LAYER=112 / layers=129  idx=12658 / solSize=50311
LAYER=100 / layers=129  idx=20333 / solSize=50311
LAYER=64 / layers=129  idx=38172 / solSize=50311
LAYER=44 / layers=129  idx=44411 / solSize=50311
LAYER=125 / layers=129  idx=3736 / solSize=50311
LAYER=117 / layers=129  idx=9507 / solSize=50311
LAYER=41 / layers=129  idx=45291 / solSize=50311
LAYER=60 / layers=129  idx=39406 / solSize=50311
LAYER=36 / layers=129  idx=46404 / solSize=50311
LAYER=118 / layers=129  idx=8878 / solSize=50311
LAYER=112 / layers=129  idx=12575 / solSize=50311
LAYER=28 / layers=129  idx=47996 / solSize=50311
LAYER=15 / layers=129  idx=49673 / solSize=50311
LAYER=47 / layers=129  idx=43635 / solSize=50311
LAYER=60 / layers=129  idx=39614 / solSize=50311
LAYER=119 / layers=129  idx=7745 / solSize=50311
LAYER=40 / layers=129  idx=45421 / solSize=50311
LAYER=95 / layers=129  idx=23140 / solSize=50311
LAYER=42 / layers=129  idx=44929 / solSize=50311
LAYER=126 / layers=129  idx=2987 / solSize=50311
LAYER=74 / layers=129  idx=34054 / solSize=50311
LAYER=106 / layers=129  idx=16881 / solSize=50311
LAYER=109 / layers=129  idx=14881 / solSize=50311
LAYER=91 / layers=129  idx=25469 / solSize=50311
LAYER=79 / layers=129  idx=31384 / solSize=50311
LAYER=69 / layers=129  idx=36003 / solSize=50311
LAYER=48 / layers=129  idx=43352 / solSize=50311
LAYER=71 / layers=129  idx=35195 / solSize=50311
LAYER=81 / layers=129  idx=30738 / solSize=50311
LAYER=100 / layers=129  idx=20528 / solSize=50311
LAYER=116 / layers=129  idx=10097 / solSize=50311
LAYER=111 / layers=129  idx=13140 / solSize=50311
LAYER=73 / layers=129  idx=34345 / solSize=50311
LAYER=127 / layers=129  idx=2272 / solSize=50311
LAYER=98 / layers=129  idx=21747 / solSize=50311
LAYER=72 / layers=129  idx=34909 / solSize=50311
LAYER=125 / layers=129  idx=3780 / solSize=50311
LAYER=86 / layers=129  idx=28197 / solSize=50311
LAYER=124 / layers=129  idx=4329 / solSize=50311
LAYER=82 / layers=129  idx=30340 / solSize=50311
LAYER=95 / layers=129  idx=23370 / solSize=50311
LAYER=59 / layers=129  idx=39696 / solSize=50311
LAYER=65 / layers=129  idx=37705 / solSize=50311
LAYER=62 / layers=129  idx=38935 / solSize=50311
LAYER=110 / layers=129  idx=14155 / solSize=50311
LAYER=78 / layers=129  idx=32015 / solSize=50311
LAYER=119 / layers=129  idx=7555 / solSize=50311
LAYER=113 / layers=129  idx=11982 / solSize=50311
LAYER=46 / layers=129  idx=44010 / solSize=50311
LAYER=109 / layers=129  idx=14612 / solSize=50311
LAYER=53 / layers=129  idx=41792 / solSize=50311
LAYER=81 / layers=129  idx=30526 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=42 / layers=129  idx=44941 / solSize=50311
LAYER=123 / layers=129  idx=5149 / solSize=50311
LAYER=56 / layers=129  idx=40795 / solSize=50311
LAYER=29 / layers=129  idx=47868 / solSize=50311
LAYER=101 / layers=129  idx=19757 / solSize=50311
LAYER=59 / layers=129  idx=39813 / solSize=50311
LAYER=33 / layers=129  idx=46957 / solSize=50311
LAYER=81 / layers=129  idx=30824 / solSize=50311
LAYER=115 / layers=129  idx=10359 / solSize=50311
LAYER=128 / layers=129  idx=870 / solSize=50311
LAYER=107 / layers=129  idx=15711 / solSize=50311
LAYER=128 / layers=129  idx=1505 / solSize=50311
LAYER=79 / layers=129  idx=31433 / solSize=50311
LAYER=40 / layers=129  idx=45601 / solSize=50311
LAYER=85 / layers=129  idx=28658 / solSize=50311
LAYER=104 / layers=129  idx=17833 / solSize=50311
LAYER=87 / layers=129  idx=27664 / solSize=50311
LAYER=76 / layers=129  idx=32901 / solSize=50311
LAYER=72 / layers=129  idx=34567 / solSize=50311
LAYER=104 / layers=129  idx=17921 / solSize=50311
LAYER=47 / layers=129  idx=43568 / solSize=50311
LAYER=112 / layers=129  idx=12540 / solSize=50311
LAYER=56 / layers=129  idx=40849 / solSize=50311
LAYER=87 / layers=129  idx=27520 / solSize=50311
LAYER=127 / layers=129  idx=1983 / solSize=50311
LAYER=80 / layers=129  idx=31116 / solSize=50311
LAYER=92 / layers=129  idx=24754 / solSize=50311
LAYER=80 / layers=129  idx=31346 / solSize=50311
LAYER=127 / layers=129  idx=1724 / solSize=50311
LAYER=92 / layers=129  idx=24902 / solSize=50311
LAYER=124 / layers=129  idx=3918 / solSize=50311
LAYER=27 / layers=129  idx=48055 / solSize=50311
LAYER=56 / layers=129  idx=40867 / solSize=50311
LAYER=46 / layers=129  idx=43868 / solSize=50311
LAYER=63 / layers=129  idx=38332 / solSize=50311
LAYER=110 / layers=129  idx=13870 / solSize=50311
LAYER=100 / layers=129  idx=20452 / solSize=50311
LAYER=90 / layers=129  idx=26056 / solSize=50311
LAYER=61 / layers=129  idx=39046 / solSize=50311
LAYER=127 / layers=129  idx=1682 / solSize=50311
LAYER=128 / layers=129  idx=1337 / solSize=50311
LAYER=114 / layers=129  idx=11345 / solSize=50311
LAYER=127 / layers=129  idx=1622 / solSize=50311
LAYER=53 / layers=129  idx=41744 / solSize=50311
LAYER=115 / layers=129  idx=10799 / solSize=50311
LAYER=122 / layers=129  idx=5473 / solSize=50311
LAYER=79 / layers=129  idx=31483 / solSize=50311
LAYER=116 / layers=129  idx=9647 / solSize=50311
LAYER=119 / layers=129  idx=7566 / solSize=50311
LAYER=68 / layers=129  idx=36406 / solSize=50311
LAYER=44 / layers=129  idx=44565 / solSize=50311
LAYER=93 / layers=129  idx=24174 / solSize=50311
LAYER=29 / layers=129  idx=47782 / solSize=50311
LAYER=119 / layers=129  idx=7538 / solSize=50311
LAYER=124 / layers=129  idx=4265 / solSize=50311
LAYER=120 / layers=129  idx=6965 / solSize=50311
LAYER=43 / layers=129  idx=44717 / solSize=50311
LAYER=79 / layers=129  idx=31527 / solSize=50311
LAYER=68 / layers=129  idx=36497 / solSize=50311
LAYER=107 / layers=129  idx=15815 / solSize=50311
LAYER=116 / layers=129  idx=9886 / solSize=50311
LAYER=96 / layers=129  idx=22742 / solSize=50311
LAYER=72 / layers=129  idx=34559 / solSize=50311
LAYER=107 / layers=129  idx=15667 / solSize=50311
LAYER=51 / layers=129  idx=42611 / solSize=50311
LAYER=108 / layers=129  idx=15330 / solSize=50311
LAYER=127 / layers=129  idx=2287 / solSize=50311
LAYER=85 / layers=129  idx=28576 / solSize=50311
LAYER=47 / layers=129  idx=43606 / solSize=50311
LAYER=82 / layers=129  idx=30340 / solSize=50311
LAYER=66 / layers=129  idx=37377 / solSize=50311
LAYER=96 / layers=129  idx=22562 / solSize=50311
LAYER=122 / layers=129  idx=5463 / solSize=50311
LAYER=108 / layers=129  idx=15444 / solSize=50311
LAYER=79 / layers=129  idx=31411 / solSize=50311
LAYER=94 / layers=129  idx=23741 / solSize=50311
LAYER=112 / layers=129  idx=12853 / solSize=50311
LAYER=105 / layers=129  idx=17328 / solSize=50311
LAYER=51 / layers=129  idx=42417 / solSize=50311
LAYER=87 / layers=129  idx=27645 / solSize=50311
LAYER=78 / layers=129  idx=31935 / solSize=50311
LAYER=124 / layers=129  idx=3968 / solSize=50311
LAYER=111 / layers=129  idx=13022 / solSize=50311
LAYER=118 / layers=129  idx=8579 / solSize=50311
LAYER=49 / layers=129  idx=42977 / solSize=50311
LAYER=79 / layers=129  idx=31655 / solSize=50311
LAYER=70 / layers=129  idx=35668 / solSize=50311
LAYER=97 / layers=129  idx=21979 / solSize=50311
LAYER=125 / layers=129  idx=3742 / solSize=50311
LAYER=89 / layers=129  idx=26760 / solSize=50311
LAYER=82 / layers=129  idx=30138 / solSize=50311
LAYER=124 / layers=129  idx=4154 / solSize=50311
LAYER=76 / layers=129  idx=32871 / solSize=50311
LAYER=69 / layers=129  idx=36188 / solSize=50311
LAYER=116 / layers=129  idx=9834 / solSize=50311
LAYER=119 / layers=129  idx=7597 / solSize=50311
LAYER=117 / layers=129  idx=9360 / solSize=50311
LAYER=80 / layers=129  idx=31299 / solSize=50311
LAYER=94 / layers=129  idx=23902 / solSize=50311
LAYER=79 / layers=129  idx=31804 / solSize=50311
LAYER=84 / layers=129  idx=28973 / solSize=50311
LAYER=76 / layers=129  idx=33130 / solSize=50311
LAYER=87 / layers=129  idx=27603 / solSize=50311
LAYER=98 / layers=129  idx=21472 / solSize=50311
LAYER=88 / layers=129  idx=27154 / solSize=50311
LAYER=87 / layers=129  idx=27504 / solSize=50311
LAYER=112 / layers=129  idx=12411 / solSize=50311
LAYER=125 / layers=129  idx=3417 / solSize=50311
LAYER=78 / layers=129  idx=32281 / solSize=50311
LAYER=125 / layers=129  idx=3443 / solSize=50311
LAYER=123 / layers=129  idx=4733 / solSize=50311
LAYER=83 / layers=129  idx=29581 / solSize=50311
LAYER=93 / layers=129  idx=24159 / solSize=50311
LAYER=80 / layers=129  idx=31128 / solSize=50311
LAYER=55 / layers=129  idx=41101 / solSize=50311
LAYER=54 / layers=129  idx=41477 / solSize=50311
LAYER=88 / layers=129  idx=27133 / solSize=50311
LAYER=123 / layers=129  idx=5174 / solSize=50311
LAYER=120 / layers=129  idx=7353 / solSize=50311
LAYER=94 / layers=129  idx=23791 / solSize=50311
LAYER=34 / layers=129  idx=46896 / solSize=50311
LAYER=92 / layers=129  idx=25143 / solSize=50311
LAYER=86 / layers=129  idx=28009 / solSize=50311
LAYER=120 / layers=129  idx=7258 / solSize=50311
LAYER=89 / layers=129  idx=26807 / solSize=50311
LAYER=112 / layers=129  idx=12945 / solSize=50311
LAYER=91 / layers=129  idx=25506 / solSize=50311
LAYER=56 / layers=129  idx=40857 / solSize=50311
LAYER=117 / layers=129  idx=9408 / solSize=50311
LAYER=56 / layers=129  idx=40929 / solSize=50311
LAYER=49 / layers=129  idx=43110 / solSize=50311
LAYER=121 / layers=129  idx=6669 / solSize=50311
LAYER=52 / layers=129  idx=42153 / solSize=50311
LAYER=31 / layers=129  idx=47409 / solSize=50311
LAYER=78 / layers=129  idx=31853 / solSize=50311
LAYER=55 / layers=129  idx=41331 / solSize=50311
LAYER=51 / layers=129  idx=42639 / solSize=50311
LAYER=20 / layers=129  idx=49121 / solSize=50311
LAYER=58 / layers=129  idx=40353 / solSize=50311
LAYER=93 / layers=129  idx=24529 / solSize=50311
LAYER=123 / layers=129  idx=4697 / solSize=50311
LAYER=114 / layers=129  idx=11233 / solSize=50311
LAYER=110 / layers=129  idx=13888 / solSize=50311
LAYER=106 / layers=129  idx=16412 / solSize=50311
LAYER=55 / layers=129  idx=41277 / solSize=50311
LAYER=22 / layers=129  idx=48864 / solSize=50311
LAYER=126 / layers=129  idx=2585 / solSize=50311
LAYER=126 / layers=129  idx=2980 / solSize=50311
LAYER=41 / layers=129  idx=45366 / solSize=50311
LAYER=95 / layers=129  idx=23045 / solSize=50311
LAYER=32 / layers=129  idx=47187 / solSize=50311
LAYER=96 / layers=129  idx=22499 / solSize=50311
LAYER=117 / layers=129  idx=9273 / solSize=50311
LAYER=31 / layers=129  idx=47444 / solSize=50311
LAYER=62 / layers=129  idx=38686 / solSize=50311
LAYER=63 / layers=129  idx=38367 / solSize=50311
LAYER=127 / layers=129  idx=2209 / solSize=50311
LAYER=89 / layers=129  idx=26426 / solSize=50311
LAYER=51 / layers=129  idx=42402 / solSize=50311
LAYER=34 / layers=129  idx=46813 / solSize=50311
LAYER=127 / layers=129  idx=1553 / solSize=50311
LAYER=97 / layers=129  idx=22181 / solSize=50311
LAYER=46 / layers=129  idx=44076 / solSize=50311
LAYER=108 / layers=129  idx=15592 / solSize=50311
LAYER=101 / layers=129  idx=19946 / solSize=50311
LAYER=120 / layers=129  idx=6795 / solSize=50311
LAYER=44 / layers=129  idx=44560 / solSize=50311
LAYER=84 / layers=129  idx=29178 / solSize=50311
LAYER=70 / layers=129  idx=35494 / solSize=50311
LAYER=83 / layers=129  idx=29421 / solSize=50311
LAYER=86 / layers=129  idx=28349 / solSize=50311
LAYER=97 / layers=129  idx=21798 / solSize=50311
LAYER=25 / layers=129  idx=48420 / solSize=50311
LAYER=14 / layers=129  idx=49740 / solSize=50311
LAYER=102 / layers=129  idx=18907 / solSize=50311
LAYER=120 / layers=129  idx=6777 / solSize=50311
LAYER=117 / layers=129  idx=9324 / solSize=50311
LAYER=61 / layers=129  idx=39271 / solSize=50311
LAYER=42 / layers=129  idx=45109 / solSize=50311
LAYER=83 / layers=129  idx=29795 / solSize=50311
LAYER=106 / layers=129  idx=16341 / solSize=50311
LAYER=110 / layers=129  idx=13913 / solSize=50311
LAYER=110 / layers=129  idx=13864 / solSize=50311
LAYER=127 / layers=129  idx=1866 / solSize=50311
LAYER=74 / layers=129  idx=33861 / solSize=50311
LAYER=112 / layers=129  idx=12349 / solSize=50311
LAYER=62 / layers=129  idx=38950 / solSize=50311
LAYER=116 / layers=129  idx=10161 / solSize=50311
LAYER=98 / layers=129  idx=21636 / solSize=50311
LAYER=90 / layers=129  idx=25777 / solSize=50311
LAYER=59 / layers=129  idx=40006 / solSize=50311
LAYER=66 / layers=129  idx=37291 / solSize=50311
LAYER=110 / layers=129  idx=13832 / solSize=50311
LAYER=43 / layers=129  idx=44868 / solSize=50311
LAYER=85 / layers=129  idx=28394 / solSize=50311
LAYER=115 / layers=129  idx=10509 / solSize=50311
LAYER=66 / layers=129  idx=37188 / solSize=50311
LAYER=127 / layers=129  idx=1770 / solSize=50311
LAYER=26 / layers=129  idx=48218 / solSize=50311
LAYER=86 / layers=129  idx=28138 / solSize=50311
LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=129 / layers=129  idx=484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
Update boundaries
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V=0 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=-0.559065 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=0.42884 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=-0.144666 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=-1.1547 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=1.10001 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(6) V=0.00717856 #verts=51
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=0.620496 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
[RUN] solutionVector finite at entry? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[RUN] formed: X.size=50311 B.size=50311 A? yes
[RUN] B finite? yes
[RUN] X finite pre-PCG? yes
[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=22 / layers=129  idx=48814 / solSize=50311
LAYER=46 / layers=129  idx=43879 / solSize=50311
LAYER=78 / layers=129  idx=32255 / solSize=50311
LAYER=113 / layers=129  idx=12305 / solSize=50311
LAYER=89 / layers=129  idx=26716 / solSize=50311
LAYER=94 / layers=129  idx=23600 / solSize=50311
LAYER=100 / layers=129  idx=20302 / solSize=50311
LAYER=98 / layers=129  idx=21742 / solSize=50311
LAYER=65 / layers=129  idx=37722 / solSize=50311
LAYER=117 / layers=129  idx=9273 / solSize=50311
